company,rate,amount,id,year,state
Clayton,9.76,94,62-0997810,2013,Texas
Clayton,9.52,94,7162800002,2013,Florida
Clayton,9.12,94,62-0997810,2013,Alabama
Clayton,8.85,94,62-0997810,2013,New Mexico
Clayton,8.64,94,7162800002,2013,Alabama
Clayton,8.56,94,7162800002,2013,Louisiana
Clayton,8.51,94,62-0997810,2013,Virginia
Clayton,8.23,94,62-0997810,2013,Mississippi
Clayton,8.02,94,62-0997810,2013,Oklahoma
Clayton,7.9,94,62-0997810,2013,Oklahoma
Clayton,7.68,94,62-0997810,2013,Oklahoma
Clayton,7.54,94,62-0997810,2013,Oklahoma
Clayton,7.4,94,62-0997810,2013,South Carolina
Clayton,7.35,94,62-0997810,2013,North Carolina
Clayton,7.3,94,62-0997810,2013,North Carolina
Clayton,7.19,94,7162800002,2013,Texas
Clayton,7.17,94,7162800002,2013,Texas
Clayton,7.17,94,7162800002,2013,Texas
Clayton,7.1,94,7162800002,2013,Texas
Clayton,7.05,94,7162800002,2013,Texas
Clayton,7.05,94,7162800002,2013,Texas
Clayton,7.05,94,7162800002,2013,Texas
Clayton,7.05,94,7162800002,2013,Texas
Clayton,7.05,94,7162800002,2013,Louisiana
Clayton,7.04,94,7162800002,2013,Texas
Clayton,7.01,94,7162800002,2013,Texas
Clayton,7.01,94,7162800002,2013,Florida
Clayton,6.99,94,62-0997810,2013,North Carolina
Clayton,6.96,94,7162800002,2013,Louisiana
Clayton,6.92,94,7162800002,2013,Texas
Clayton,6.84,94,7162800002,2013,Texas
Clayton,6.82,94,62-0997810,2013,North Carolina
Clayton,6.78,94,7162800002,2013,Texas
Clayton,6.75,94,62-0997810,2013,Idaho
Clayton,6.73,94,7162800002,2013,Alabama
Clayton,6.72,94,7162800002,2013,Texas
Other,6.6,94,504713,2013,California
Clayton,6.55,94,7162800002,2013,Texas
Clayton,6.53,94,7162800002,2013,Louisiana
Clayton,6.5,94,62-0997810,2013,South Carolina
Clayton,6.43,94,7162800002,2013,Arkansas
Clayton,6.41,94,7162800002,2013,Texas
Clayton,6.36,94,7162800002,2013,Texas
Clayton,6.3,94,7162800002,2013,Texas
Clayton,6.28,94,7162800002,2013,Arkansas
Clayton,6.23,94,7162800002,2013,Texas
Clayton,6.09,94,62-0997810,2013,Florida
Clayton,6.08,94,62-0997810,2013,Texas
Clayton,6.03,94,62-0997810,2013,Kentucky
Clayton,5.96,94,62-0997810,2013,California
Clayton,5.95,94,62-0997810,2013,Florida
Clayton,5.58,94,7162800002,2013,Montana
Clayton,5.48,94,7162800002,2013,California
Clayton,5.39,94,7162800002,2013,Texas
Clayton,5.31,94,62-0997810,2013,Louisiana
Clayton,5.26,94,7162800002,2013,Florida
Clayton,5.22,94,62-0997810,2013,Virginia
Other,5.15,94,99-0877574,2013,Florida
Clayton,5.11,94,62-0997810,2013,Texas
Clayton,5.11,94,62-0997810,2013,North Carolina
Clayton,5.09,94,7162800002,2013,Texas
Other,4.91,94,8798,2013,Louisiana
Clayton,4.9,94,62-0997810,2013,North Carolina
Clayton,4.88,94,62-0997810,2013,Utah
Clayton,4.85,94,62-0997810,2013,Missouri
Clayton,4.79,94,7162800002,2013,Alabama
Clayton,4.78,94,62-0997810,2013,Texas
Clayton,4.5,94,7162800002,2013,Mississippi
Clayton,4.5,94,7162800002,2013,Texas
Clayton,4.38,94,7162800002,2013,Texas
Clayton,4.37,94,62-0997810,2013,Kentucky
Clayton,4.37,94,62-0997810,2013,Texas
Clayton,4.34,94,62-0997810,2013,New Mexico
Clayton,4.34,94,62-0997810,2013,Kentucky
Other,4.34,94,66364,2013,Massachusetts
Other,4.33,94,60790,2013,North Dakota
Clayton,4.28,94,62-0997810,2013,Louisiana
Clayton,4.24,94,62-0997810,2013,West Virginia
Clayton,4.24,94,7162800002,2013,Louisiana
Clayton,4.22,94,62-0997810,2013,Missouri
Clayton,4.21,94,7162800002,2013,Kentucky
Clayton,4.21,94,62-0997810,2013,Oklahoma
Clayton,4.13,94,7162800002,2013,Georgia
Clayton,4.11,94,7162800002,2013,Texas
Other,4.04,94,29028,2013,Louisiana
Clayton,4.03,94,62-0997810,2013,Arizona
Clayton,3.81,94,62-0997810,2013,Tennessee
Other,3.81,94,8134,2013,Texas
Other,3.77,94,12611,2013,Louisiana
Clayton,3.74,94,7162800002,2013,Louisiana
Other,3.66,94,34888,2013,New Jersey
Other,3.66,94,504713,2013,Oregon
Other,3.63,94,6443809990,2013,Arizona
Other,3.6,94,21699,2013,California
Clayton,3.56,94,62-0997810,2013,Oklahoma
Clayton,3.56,94,62-0997810,2013,Tennessee
Other,3.54,94,296,2013,Kentucky
Other,3.46,94,12854,2013,Maryland
Clayton,3.44,94,62-0997810,2013,Mississippi
Other,3.37,94,12854,2013,Pennsylvania
Other,3.33,94,54-0756781,2013,West Virginia
Other,3.25,94,24382,2013,California
Other,3.23,94,504713,2013,Mississippi
Clayton,3.21,94,62-0997810,2013,Arizona
Clayton,3.15,94,62-0997810,2013,West Virginia
Clayton,3.13,94,7162800002,2013,Texas
Other,3.13,94,24382,2013,Kentucky
Clayton,3.12,94,62-0997810,2013,South Carolina
Other,3.12,94,504713,2013,Mississippi
Clayton,3.05,94,62-0997810,2013,Tennessee
Other,2.99,94,12854,2013,Kansas
Other,2.87,94,68604,2013,Minnesota
Other,2.86,94,52-2321476,2013,Alabama
Other,2.78,94,504713,2013,Mississippi
Other,2.74,94,52-2321476,2013,Texas
Other,2.72,94,20-1091645,2013,Indiana
Other,2.58,94,95-4866828,2013,California
Other,2.55,94,504713,2013,Tennessee
Clayton,2.51,94,62-0997810,2013,Virginia
Clayton,2.5,94,62-0997810,2013,Tennessee
Other,2.5,94,504713,2013,Alabama
Other,2.45,94,84-1564935,2013,Colorado
Other,2.37,94,61-1355156,2013,Kentucky
Other,2.31,94,24382,2013,California
Other,2.14,94,10677,2013,Pennsylvania
Other,2.11,94,7516800003,2013,Arizona
Other,2.04,94,22-3554558,2013,Florida
Other,2.01,94,3027509990,2013,Florida
Other,2.01,94,656377,2013,Idaho
Clayton,1.99,94,62-0997810,2013,Tennessee
Other,1.96,94,1189117,2013,North Carolina
Other,1.92,94,25726,2013,California
Other,1.91,94,75-2585326,2013,Texas
Wells Fargo,1.89,94,451965,2013,Florida
Other,1.87,94,52-2321476,2013,Texas
Other,1.86,94,24382,2013,California
Other,1.86,94,852320,2013,Kentucky
Other,1.84,94,22-3554558,2013,Oregon
Other,1.82,94,22-3554558,2013,Indiana
Clayton,1.8,94,62-0997810,2013,Virginia
Other,1.76,94,7516800003,2013,Florida
Wells Fargo,1.75,94,451965,2013,Texas
Other,1.73,94,34102,2013,West Virginia
Wells Fargo,1.7,94,451965,2013,Indiana
Other,1.64,94,22-3554558,2013,Texas
Clayton,1.62,94,62-0997810,2013,Virginia
Other,1.6,94,143662,2013,Oregon
Other,1.6,94,471809999,2013,California
Other,1.58,94,22-3554558,2013,New Mexico
Other,1.58,94,471809999,2013,New Mexico
Other,1.58,94,52-2321476,2013,South Carolina
Other,1.57,94,24382,2013,New York
Clayton,1.56,94,62-0997810,2013,Georgia
Other,1.56,94,32489,2013,Oregon
Other,1.55,94,3027509990,2013,Texas
Other,1.51,94,22-3554558,2013,Florida
Clayton,,94,62-0997810,2013,Arkansas
Clayton,,94,7162800002,2013,Texas
Clayton,,94,7162800002,2013,Texas
Clayton,,94,7162800002,2013,Texas
Clayton,,94,7162800002,2013,Texas
Clayton,,94,62-0997810,2013,North Carolina
Clayton,,94,7162800002,2013,Texas
Clayton,,94,7162800002,2013,Texas
Clayton,,94,62-0997810,2013,Kentucky
Clayton,,94,62-0997810,2013,Kentucky
Clayton,,94,7162800002,2013,Pennsylvania
Clayton,,94,62-0997810,2013,Louisiana
Clayton,,94,62-0997810,2013,Virginia
Clayton,,94,62-0997810,2013,Pennsylvania
Clayton,,94,62-0997810,2013,Virginia
Clayton,,94,7162800002,2013,Texas
Clayton,,94,62-0997810,2013,Alabama
Clayton,,94,7162800002,2013,Louisiana
Clayton,,94,62-0997810,2013,Georgia
Clayton,,94,62-0997810,2013,Tennessee
Clayton,,94,7162800002,2013,California
Clayton,,94,62-0997810,2013,Tennessee
Wells Fargo,,94,451965,2013,Washington
Wells Fargo,,94,451965,2013,Arizona
Other,,94,817824,2013,Indiana
Other,,94,471809999,2013,South Carolina
Other,,94,62514,2013,Michigan
Other,,94,75-2694910,2013,Tennessee
Wells Fargo,,94,451965,2013,Arizona
Wells Fargo,,94,451965,2013,Washington
Other,,94,52-2321476,2013,Texas
Other,,94,852320,2013,North Carolina
Wells Fargo,,94,451965,2013,New Mexico
Other,,94,57451,2013,Washington
Other,,94,32158,2013,Oregon
Other,,94,52-2321476,2013,Texas
Other,,94,75-2694910,2013,Texas
Other,,94,22-3039688,2013,Michigan
Wells Fargo,,94,451965,2013,Pennsylvania
Other,,94,852320,2013,North Carolina
Other,,94,26-1717830,2013,Indiana
Other,,94,471809999,2013,Arizona
Other,,94,24808,2013,South Carolina
Wells Fargo,,94,451965,2013,South Carolina
Other,,94,12311,2013,Ohio
Other,,94,12946,2013,Arkansas
Other,,94,3027509990,2013,Texas
Wells Fargo,,94,451965,2013,Arizona
Other,,94,6694,2013,Pennsylvania
Other,,94,734613,2013,Pennsylvania
Other,,94,22-3554558,2013,North Carolina
Other,,94,52-2321476,2013,Texas
Other,,94,62514,2013,Michigan
Other,,94,704902,2013,Montana
Other,,94,10157,2013,Michigan
Wells Fargo,,94,451965,2013,Nevada
Other,,94,339858,2013,Kansas
Wells Fargo,,94,451965,2013,Washington
Other,,94,656377,2013,New Mexico
Other,,94,704902,2013,Montana
Other,,94,15882,2013,Ohio
Other,,94,67173,2013,Wisconsin
Other,,94,32489,2013,Washington
Wells Fargo,,94,451965,2013,Arizona
Other,,94,24382,2013,Texas
Other,,94,702808,2013,Ohio
Other,,94,12311,2013,Ohio
Other,,94,4857,2013,West Virginia
Wells Fargo,,94,451965,2013,Wisconsin
Other,,94,817824,2013,Ohio
Other,,94,38-3615473,2013,Michigan
Other,,94,6443809990,2013,Texas
Other,,94,63-1052225,2013,West Virginia
Other,,94,33-0419992,2013,California
Other,,94,26-4599244,2013,Arizona
Other,,94,31-1690008,2013,Ohio
Other,,94,8531,2013,New York
Other,,94,852320,2013,Kentucky
Other,,94,38-3615473,2013,Michigan
Wells Fargo,,94,451965,2013,Arizona
Other,,94,852320,2013,West Virginia
Other,,94,84-1564935,2013,Kansas
Other,,94,7976700006,2013,Nevada
Other,,94,24382,2013,Oregon
Other,,94,32489,2013,Oregon
Other,,94,24382,2013,Kentucky
Wells Fargo,,94,451965,2013,Arizona
Other,,94,75633,2013,Arizona
Other,,94,52-2321476,2013,Texas
Other,,94,3833009998,2013,Kentucky
Wells Fargo,,94,451965,2013,Florida
Other,,94,27476,2013,Oklahoma
Wells Fargo,,94,451965,2013,Florida
Other,,94,29028,2013,Louisiana
Other,,94,2149009991,2013,Oregon
Other,,94,33-0419992,2013,California
Other,,94,32158,2013,Oregon
Other,,94,852320,2013,Virginia
Other,,94,68433,2013,New York
Other,,94,8531,2013,New York
Other,,94,8531,2013,New York
Other,,94,700057,2013,Louisiana
Other,,94,34-2000096,2013,Oregon
Other,,94,9632,2013,Illinois
Other,,94,24382,2013,New York
Wells Fargo,,94,451965,2013,Wyoming
Other,,94,5797,2013,Tennessee
Other,,94,7976700006,2013,California
Other,,94,75-2694910,2013,Texas
Other,,94,20-1091645,2013,Wyoming
Other,,94,9589,2013,Louisiana
Other,,94,32489,2013,Oregon
Other,,94,63-1052225,2013,Louisiana
Wells Fargo,,94,451965,2013,Idaho
Other,,94,68203,2013,Idaho
Other,,94,20-1091645,2013,Missouri
Other,,94,700057,2013,Louisiana
Wells Fargo,,94,451965,2013,Wisconsin
Other,,94,143662,2013,Oregon
Other,,94,817824,2013,Virginia
Wells Fargo,,94,451965,2013,California
Other,,94,75-2585326,2013,North Carolina
Other,,94,68490,2013,Florida
Other,,94,143662,2013,Oregon
Other,,94,20504,2013,Alabama
Other,,94,852320,2013,North Carolina
Other,,94,10678,2013,Pennsylvania
Other,,94,52-2321476,2013,Tennessee
Other,,94,7799,2013,Pennsylvania
Other,,94,169653,2013,Missouri
Other,,94,7569,2013,Michigan
Other,,94,504713,2013,Idaho
Other,,94,7505400005,2013,Utah
Other,,94,700057,2013,Louisiana
Other,,94,52-2321476,2013,Virginia
Other,,94,32489,2013,Washington
Other,,94,19589,2013,Minnesota
Other,,94,22-3554558,2013,Louisiana
Other,,94,7516800003,2013,North Carolina
Wells Fargo,,94,451965,2013,Washington
Other,,94,24501,2013,Rhode Island
Other,,94,31-1197926,2013,Indiana
Other,,94,2149009991,2013,Washington
Other,,94,8333,2013,North Carolina
Other,,94,7516800003,2013,South Carolina
Other,,94,7516800003,2013,Florida
Other,,94,60056,2013,Tennessee
Wells Fargo,,94,451965,2013,Tennessee
Other,,94,75-2585326,2013,Alabama
Clayton,9.68,93,7162800002,2013,Oklahoma
Clayton,8.87,93,62-0997810,2013,Oklahoma
Clayton,8.09,93,62-0997810,2013,Oklahoma
Clayton,7.72,93,62-0997810,2013,South Carolina
Clayton,7.7,93,62-0997810,2013,Georgia
Clayton,7.69,93,62-0997810,2013,Texas
Clayton,7.58,93,7162800002,2013,California
Other,7.53,93,6104,2013,Mississippi
Clayton,7.45,93,7162800002,2013,California
Clayton,7.35,93,62-0997810,2013,North Carolina
Clayton,7.28,93,62-0997810,2013,Tennessee
Clayton,7.25,93,62-0997810,2013,Alabama
Clayton,7.18,93,7162800002,2013,Mississippi
Clayton,7.17,93,7162800002,2013,Texas
Clayton,7.15,93,62-0997810,2013,Georgia
Clayton,7.13,93,7162800002,2013,Texas
Clayton,7.06,93,62-0997810,2013,North Carolina
Clayton,7.06,93,62-0997810,2013,Kentucky
Clayton,7.04,93,7162800002,2013,Texas
Clayton,6.99,93,62-0997810,2013,South Carolina
Clayton,6.86,93,62-0997810,2013,South Carolina
Clayton,6.85,93,62-0997810,2013,Louisiana
Clayton,6.84,93,7162800002,2013,Louisiana
Clayton,6.82,93,62-0997810,2013,Alabama
Clayton,6.53,93,7162800002,2013,Texas
Clayton,6.51,93,7162800002,2013,Texas
Clayton,6.51,93,7162800002,2013,Texas
Clayton,6.51,93,7162800002,2013,Alabama
Clayton,6.46,93,62-0997810,2013,Alabama
Clayton,6.45,93,7162800002,2013,California
Clayton,6.44,93,62-0997810,2013,Texas
Clayton,6.41,93,7162800002,2013,Texas
Clayton,6.29,93,7162800002,2013,Mississippi
Clayton,6.24,93,62-0997810,2013,Missouri
Other,6.19,93,504713,2013,Oklahoma
Other,6.15,93,16546,2013,Louisiana
Clayton,6.12,93,62-0997810,2013,North Carolina
Clayton,6.07,93,62-0997810,2013,Virginia
Clayton,6.01,93,62-0997810,2013,West Virginia
Clayton,5.98,93,62-0997810,2013,Arkansas
Clayton,5.95,93,62-0997810,2013,North Carolina
Clayton,5.92,93,62-0997810,2013,Texas
Clayton,5.74,93,62-0997810,2013,North Carolina
Clayton,5.66,93,7162800002,2013,Georgia
Clayton,5.64,93,7162800002,2013,Georgia
Clayton,5.61,93,62-0997810,2013,Texas
Clayton,5.45,93,62-0997810,2013,Louisiana
Clayton,5.39,93,7162800002,2013,Texas
Clayton,5.39,93,62-0997810,2013,Kentucky
Clayton,5.3,93,62-0997810,2013,Texas
Clayton,5.18,93,7162800002,2013,Texas
Clayton,5.16,93,7162800002,2013,West Virginia
Clayton,4.85,93,7162800002,2013,Louisiana
Clayton,4.84,93,62-0997810,2013,North Carolina
Other,4.82,93,504713,2013,Louisiana
Other,4.77,93,504713,2013,Michigan
Clayton,4.7,93,62-0997810,2013,West Virginia
Clayton,4.63,93,62-0997810,2013,Kentucky
Clayton,4.6,93,7162800002,2013,Texas
Other,4.59,93,99-0877574,2013,South Carolina
Clayton,4.54,93,62-0997810,2013,Kentucky
Clayton,4.5,93,7162800002,2013,Texas
Clayton,4.37,93,62-0997810,2013,Oklahoma
Clayton,4.32,93,7162800002,2013,Texas
Clayton,4.25,93,7162800002,2013,Oklahoma
Clayton,4.24,93,7162800002,2013,Alabama
Other,4.18,93,15701,2013,Missouri
Clayton,4.17,93,62-0997810,2013,Kentucky
Clayton,4.03,93,62-0997810,2013,South Carolina
Other,3.99,93,24063,2013,South Carolina
Clayton,3.98,93,7162800002,2013,North Dakota
Clayton,3.91,93,62-0997810,2013,Louisiana
Clayton,3.79,93,62-0997810,2013,Texas
Clayton,3.75,93,62-0997810,2013,South Carolina
